146.185.202.205:8085
38.7.2.98:999
177.242.151.135:8080
50.168.210.236:80
50.174.7.152:80
47.56.110.204:8989
50.222.245.46:80
50.230.222.202:80
107.1.93.216:80
50.171.32.224:80
50.204.219.226:80
50.217.226.45:80
50.174.145.10:80
50.173.140.151:80
32.223.6.94:80
94.54.82.98:3310
162.223.91.11:80
50.228.141.96:80
50.168.163.183:80
50.173.140.149:80
50.200.12.82:80
50.228.141.97:80
107.1.93.219:80
50.222.245.44:80
50.227.121.37:80
50.174.145.15:80
50.218.57.69:80
80.228.235.6:80
50.218.57.65:80
50.168.72.122:80
50.174.7.153:80
50.231.104.58:80
107.1.93.223:80
213.33.2.28:80
62.99.138.162:80
78.189.150.54:1453
50.222.245.40:80
80.150.50.226:80
50.173.140.150:80
50.169.37.50:80
